AR3
(2.8332133 1.9459101 0.6931472 0.0 2.0794415 2.5649493 1.9459101 2.8332133 2.9957323 2.9957323 3.6109178 4.7004805 -1.521015 1.521022 6.221507 -3.3058782 3.331136 0.6931472 0.0 0.0 -9.2103405 -9.2103405 0.6931472 -1.3862944 -9.2103405 0.0 -0.6931472 -2.140041 0.0 FALSE )
(4.1271343 2.944439 2.4849067 -9.2103405 3.4339871 3.8066626 2.5649493 4.8675346 5.081404 4.060443 5.673323 7.0741167 -2.9326823 2.9326754 10.006791 -0.9322423 7.1164193 4.2195077 3.5263605 0.0 3.5263605 2.7080503 2.9957323 -0.4382569 0.0 0.0 -2.9957323 -1.131404 -9.2103405 FALSE )
(5.7268476 4.75359 3.7841897 1.609438 4.9904327 4.9272537 3.1354942 5.5012584 5.902633 5.081404 6.4150968 8.040447 -3.016343 3.0163531 11.056798 0.034111563 8.166427 4.543295 3.8501475 3.7612002 3.6635616 2.3025851 3.6109178 -1.3795173 0.1865626 3.7612002 0.15031473 -2.1159396 -9.2103405 TRUE )
(6.0980744 4.691348 4.158883 2.3978953 5.605802 4.59512 2.944439 6.1675167 6.54103 4.7706847 7.0647593 8.627123 -3.8236916 3.8236878 12.450811 0.62073773 9.56044 5.3375382 4.644391 2.8903718 4.644391 3.2580965 4.3694477 -1.2363583 0.0 2.8903718 -1.4790677 -1.7286156 -9.2103405 TRUE )
(5.8081427 4.543295 3.9702919 2.1972246 5.2257466 4.0253515 2.8903718 5.8636312 6.150603 4.304065 6.710523 8.169903 -4.035491 4.0355034 12.205407 0.16356342 9.315035 4.7361984 4.0430512 3.1354942 4.0253515 2.7080503 3.6888795 -1.5368848 0.01774167 3.1354942 -0.55338526 -2.1192641 -9.2103405 TRUE )
(4.248495 3.0445225 2.7080503 -9.2103405 3.5263605 3.4011974 1.9459101 4.4188404 4.477337 3.6109178 5.1416636 6.424869 -2.2704084 2.2704027 8.695275 -1.5814823 5.8049035 0.6931472 0.0 2.8332133 -9.2103405 -9.2103405 0.6931472 -2.8332055 -9.2103405 2.8332133 2.1400661 -3.555363 -9.2103405 FALSE )
(2.9957323 2.1972246 2.0794415 -9.2103405 1.0986123 2.4849067 1.3862944 2.944439 3.0910425 2.7725887 3.713572 4.727388 -1.1526779 1.15269 5.8800673 -3.278971 2.989694 -9.2103405 -9.2103405 2.1972246 -9.2103405 -9.2103405 0.0 -1.0986223 -9.2103405 2.1972246 2.1972246 -2.9957323 -9.2103405 FALSE )
(4.060443 2.8903718 1.609438 -9.2103405 3.5553482 3.1780539 2.6390574 3.912023 4.304065 3.637586 4.8202815 6.1114674 -2.6798856 2.679877 8.791347 -1.8949224 5.9009748 2.7725887 2.0794415 1.0986123 2.0794415 0.6931472 1.9459101 -1.609438 0.0 1.0986123 -0.8473012 -2.11453 -9.2103405 FALSE )
(4.158883 2.8903718 1.9459101 0.0 3.6635616 3.5553482 2.6390574 4.317488 4.574711 3.8918202 5.1474943 6.505784 -2.7080452 2.7080503 9.213834 -1.5005835 6.3234625 3.1780539 2.4849067 2.0794415 2.4849067 1.0986123 2.3025851 -1.3609775 0.0 2.0794415 -0.22314353 -1.856298 -9.2103405 FALSE )
(5.652489 4.356709 3.6888795 1.0986123 5.117994 3.583519 2.7080503 5.6869755 5.872118 3.9318256 6.4769726 7.8458076 -4.118371 4.118359 11.964167 -0.16055612 9.073795 3.6888795 2.9957323 4.691348 2.9957323 1.0986123 2.7080503 -2.4099476 0.0 4.691348 1.9833022 -2.944431 -9.2103405 FALSE )
