25%Alpha,0.0632311,splice.txt
25%Alpha,0.0632311,vehicle.txt
25%Alpha,0.111097,mushroom.txt
25%Alpha,0.172818,mushroom.txt
25%Alpha,0.189693,splice.txt
25%Alpha,0.189693,vehicle.txt
25%Alpha,0.197506,mushroom.txt
25%Alpha,0.197506,mushroom.txt
25%Alpha,0.197506,mushroom.txt
25%Alpha,0.209851,mushroom.txt
25%Alpha,0.222195,mushroom.txt
25%Alpha,0.234539,mushroom.txt
25%Alpha,0.252924,splice.txt
25%Alpha,0.252924,vehicle.txt
25%Alpha,0.283916,mushroom.txt
25%Alpha,0.283916,mushroom.txt
25%Alpha,0.395194,splice.txt
25%Alpha,0.395194,splice.txt
25%Alpha,0.395194,vehicle.txt
25%Alpha,0.395194,vehicle.txt
25%Alpha,0.401284,sick.txt
25%Alpha,0.401284,sonar.txt
25%Alpha,0.411002,splice.txt
25%Alpha,0.411002,splice.txt
25%Alpha,0.411002,vehicle.txt
25%Alpha,0.411002,vehicle.txt
25%Alpha,0.58855,sick.txt
25%Alpha,0.58855,sonar.txt
25%Alpha,0.648119,splice.txt
25%Alpha,0.648119,vehicle.txt
25%Alpha,0.679734,splice.txt
25%Alpha,0.679734,vehicle.txt
25%Alpha,0.695559,sick.txt
25%Alpha,0.695559,sonar.txt
25%Alpha,0.722311,sick.txt
25%Alpha,0.722311,sonar.txt
25%Alpha,0.749064,sick.txt
25%Alpha,0.749064,sonar.txt
25%Alpha,0.775816,sick.txt
25%Alpha,0.775816,sonar.txt
25%Alpha,0.82932,sick.txt
25%Alpha,0.82932,sonar.txt
25%Alpha,0.856073,sick.txt
25%Alpha,0.856073,sonar.txt
25%Alpha,0.901043,splice.txt
25%Alpha,0.901043,vehicle.txt
25%Alpha,1.01659,sick.txt
25%Alpha,1.01659,sonar.txt
25%Alpha,1.04334,sick.txt
25%Alpha,1.04334,sonar.txt
25%Alpha,1.05263,breast-cancer.txt
25%Alpha,1.05263,hypothyroid.txt
25%Alpha,1.40351,breast-cancer.txt
25%Alpha,1.40351,hypothyroid.txt
25%Alpha,1.75439,breast-cancer.txt
25%Alpha,1.75439,breast-cancer.txt
25%Alpha,1.75439,hypothyroid.txt
25%Alpha,1.75439,hypothyroid.txt
25%Alpha,2.00573,ionosphere.txt
25%Alpha,2.00573,kr-vs-kp.txt
25%Alpha,2.10526,breast-cancer.txt
25%Alpha,2.10526,breast-cancer.txt
25%Alpha,2.10526,hypothyroid.txt
25%Alpha,2.10526,hypothyroid.txt
25%Alpha,20.8502,audiology.txt
25%Alpha,20.9662,audiology.txt
25%Alpha,21.2174,audiology.txt
25%Alpha,21.2947,audiology.txt
25%Alpha,22.4541,audiology.txt
25%Alpha,22.6087,audiology.txt
25%Alpha,22.7053,audiology.txt
25%Alpha,23.0918,audiology.txt
25%Alpha,23.343,audiology.txt
25%Alpha,27.7295,audiology.txt
25%Alpha,3.15789,breast-cancer.txt
25%Alpha,3.15789,hypothyroid.txt
25%Alpha,3.50877,breast-cancer.txt
25%Alpha,3.50877,breast-cancer.txt
25%Alpha,3.50877,hypothyroid.txt
25%Alpha,3.50877,hypothyroid.txt
25%Alpha,32.2997,primary-tumor.txt
25%Alpha,32.2997,segment.txt
25%Alpha,33.1602,primary-tumor.txt
25%Alpha,33.1602,segment.txt
25%Alpha,33.3234,primary-tumor.txt
25%Alpha,33.3234,segment.txt
25%Alpha,33.3976,primary-tumor.txt
25%Alpha,33.3976,segment.txt
25%Alpha,33.7685,primary-tumor.txt
25%Alpha,33.7685,segment.txt
25%Alpha,33.8872,primary-tumor.txt
25%Alpha,33.8872,segment.txt
25%Alpha,34.0059,primary-tumor.txt
25%Alpha,34.0059,segment.txt
25%Alpha,34.1988,primary-tumor.txt
25%Alpha,34.1988,segment.txt
25%Alpha,36.7359,primary-tumor.txt
25%Alpha,36.7359,segment.txt
25%Alpha,36.7656,primary-tumor.txt
25%Alpha,36.7656,segment.txt
25%Alpha,4.01146,ionosphere.txt
25%Alpha,4.01146,ionosphere.txt
25%Alpha,4.01146,kr-vs-kp.txt
25%Alpha,4.01146,kr-vs-kp.txt
25%Alpha,4.91228,breast-cancer.txt
25%Alpha,4.91228,hypothyroid.txt
25%Alpha,5.73066,ionosphere.txt
25%Alpha,5.73066,kr-vs-kp.txt
25%Alpha,53.8183,anneal.txt
25%Alpha,55.825,anneal.txt
25%Alpha,56.3545,anneal.txt
25%Alpha,56.7726,anneal.txt
25%Alpha,57.0513,anneal.txt
25%Alpha,57.2185,anneal.txt
25%Alpha,57.732,soybean.txt
25%Alpha,57.9283,soybean.txt
25%Alpha,58.3947,soybean.txt
25%Alpha,58.4602,soybean.txt
25%Alpha,58.4929,soybean.txt
25%Alpha,58.6399,anneal.txt
25%Alpha,58.6565,soybean.txt
25%Alpha,58.6974,soybean.txt
25%Alpha,58.992,soybean.txt
